WBAN Number|WMO Number|Call Sign|Climate Division Code|Climate Division State Code|Climate Division Station Code|Name|Location|Address|Latitude|Longitude|Ground Height|Station Height|Barometer Height|Time Zone
14933|72546|DSM|05|13|2203|DES MOINES, IA|INTERNATIONAL AIRPORT|NAT'L WEA SER FCST OFC*INT'L AIRPORT TERMINAL BLDG*ROOM 207*DES MOINES, IA. 50321-2890*|41.32|-93.4|910|910|910|
14935|72552|GRI|05|25|3395|GRAND ISLAND, NE|HALL COUNTY REGIONAL AP|NAT'L WEA SER OFC*ROUTE#3 BOX #42*GRAND ISLAND, NE 68801-9403|40.58|-98.19|1842|1842|1842|
14936|72654|HON|07|39|4127|HURON, SD|HURON REGIONAL AIRPORT|NAT'L WEA SER OFC, NOAA*RR #1, BOX 131-HURON REGNL APT.*HURON, SD.*57350-9719*|44.23|-98.14|1282|1282|1282|
14937||IOW||13|4106|IOWA CITY, IA|IOWA CITY MUNICIPAL AP||41.38|-91.32|668|651|651|
14938||IRK||||KIRKSVILLE, MO|KIRKSVILLE REGIONAL AIRPT||40.06|-92.32|966|966|966|
14939|72551|LNK|06|25|4795|LINCOLN, NE|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*GENERAL AVIATION  BLDG*MUNICIPAL AIRPORT*LINCOLN, NE 68521-1847|40.50|-96.46|1194|1194|1194|
14940||MCW|02|13|5235|MASON CITY, IA|MUNICIPAL ARPT|FCWOS-WEATHER OFFICE*9184 265TH STREET J*CLEAR LAKE, IA.*50428-9754*|43.09|-93.2|1194|1225|1214|
14941|72556|OFK|03|25|5995|NORFOLK, NE|KARL STEFAN MEMORIAL AIRPORT|NAT'L WEA SER OFC*RR #2 BOX 383*NORFOLK, NE*68701-9759*|41.59|-97.26|1544|1544|1544|
14942|72550|OMA|06|25|6255|OMAHA, NE|EPPLEY AIRFIELD|FCWOS-WEATHER OFFICE*3636 WILBUR PLAZA*BOX 7, EPPLEY AIRFIELD*OMAHA|41.19|-95.54|1026|1026|1026|
14943|72557|SUX|04|13|7708|SIOUX CITY, IA|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*2403 ODGEN P.O. BOX A-5*SIOUX CITY, IA 51054|42.23|-96.23|1110|1110|1110|
14944|72651|FSD|09|39|7667|SIOUX FALLS, SD|FOSS FIELD|NWS FORECAST OFFICE, NOAA*26 WEATHER LANE*SIOUX FALLS, SD.*57104*|43.35|-96.45|1426|1426|1426|
14946||ATY|07|39|8932|WATERTOWN, SD|MUNICIPAL AIRPORT|FAA/FSS*MUNICIPAL AIRPORT*RR #7 BOX 11*WATERTOWN, SD 57201*|44.56|-97.09|1746|1740|1749|
14972||SPW||||SPENCER, IA|SPENCER MUNICIPAL AIRPORT||43.10|-95.12|1338|1338|1338|
14990|72545|CID|06|13|1314|CEDAR RAPIDS, IA|CEDAR RAPIDS MUNICIPAL ARPT|WEATHER OFFICE-FCWOS*2535 WRIGHT BROTHERS BLVD W*CEDER RAPIDS, IA.*52404-9066*                   ARCHIVED BEGINING 11/95.|41.53|-91.43|840|871|931|
14991||EAU|04|47|2428|EAU CLAIRE, WI|COUNTY AIRPORT|WX OFFICE-EAU CLAIRE COUNTY APT*3800 STARR AVE*EAU CLAIRE, WI.*54703*|44.52|-91.29|888|895|890|
21504|91285|ITO|02|51|1492|HILO, HI|HILO INTERNATIONAL AIRPORT||19.43|-155.03|41|41|41|
21510||KOA||||KAILUA/KONA, HI|KEAHOLE AIRPORT||19.44|-156.03|43|43|43|
22010|72261|DRT|06|41|2360|DEL RIO, TX|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*DALE REED, OIC*P.O. BOX 420188*DEL RIO, TX 78842-0188*|29.22|-100.55|1027|1027|1027|
22501|911620|HBK||||KEEKAHA, HI|BARKING SANDS|WEATHER OFFICER*PACIFIC MISSILE RANGE FACILITY*BARKING SANDS*KEKAHA, HI  96752|22.02|-159.47|12|12|17|
22514|911780|BKH||||OAHU, HI|BARBERS POINT|NAVAL PACIFIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION BARBERS POINT*OAHU  HI  96862-5750|21.18|-158.04|37|33|54|
22516|91190|OGG|03|51|2572|KAHULUI, HI|KAHULUI AIRPORT|NAT'L WEA SER OFC*KAHULUI AIRPORT*KAHULUI,H1.*96732*|20.54|-156.26|70|70|70|
22519|911760|NGF||||KANEOHE, HI|KANEOHE MCAS|ATTN  WEATHER SERVICE OFFICER*SOMS*BOX 63061*KANEOHE BAY HI  96863-3061|21.27|-157.46|5|18|11|
22521|91182|HNL|02|51|1919|HONOLULU, HI|HONOLULU INT'L AIRPORT|NAT'L WEA SER FCST OFC*HONOLULU INTERNATIONAL AIRPORT*P.O.BOX 29879*HONOLULU,HI. 96820*|21.20|-157.56|16|16|16|
22534||MKK||||MOLOKAI, HI|KAUNAKAKAI MOLOKAI AIRPORT||21.10|-157.06|454|454|454|
22536|91165|LIH|02|51|5580|LIHUE, HI|LIHUE AIRPORT|NAT'L WEA SER OFC*LIHUE AIRPORT*3651-B AHUKINI ROAD*LIHUE, HI. 96766.*|21.59|-159.2|102|102|102|
22551||JRF||||BARBERS POINT, HI|KALAELOA AIRPORT||21.19|-158.04|33|33|33|
23007||CDS|02|41|1698|CHILDRESS, TX|MUNICIPAL AIRPORT|FCWOS,CHILDRESS*1700 AVE H., NW*CHILDRESS, TX.*79201*|34.26|-100.17|1951|1952|1954|
23009|72268|ROW|07|29|7610|ROSWELL, NM|INDUSTRIAL AIR CENTER AP|WEATHER DATA SERVICES, INC.*9184 265TH STREET*CLEAR LAKE, IA.*50428*|33.19|-104.32|3650|3650|3650|
23023|72265|MAF|01|41|5890|MIDLAND-ODESSA, TX|MIDLAND INTERNATIONAL AIRPORT|NAT'L WEA SER OFC NOAA*MIDLAND INTERNATIONAL AIRPORT*2500 CHALLENGER DRIVE*MIDLAND, TX. 79706-2606*|31.56|-102.13|2861|2861|2861|
23034|72263|SJT|06|41|7943|SAN ANGELO, TX|MATHIS FIELD|NATIONAL WEATHER SERVICE OFC*8696 HANGER ROAD*SAN ANGELO, TX.*76904*|31.21|-100.29|1906|1906|1906|
23042|72267|LBB|01|41|5411|LUBBOCK, TX|REGIONAL AIRPORT|NAT'L WEA SER OFC*RFD 3, BOX 26*LUBBOCK, TX 79401|33.40|-101.49|3255|3255|3255|
23044|72270|ELP|05|41|2797|EL PASO, TX|INTERNATIONAL AIRPORT|NAT'L WEA SER,FAA/NWS BLDG*INTERNATIONAL AIRPORT*6795 CORVAIR RD.* EL PASO, TX. 79925|31.49|-106.23|3929|3929|3929|
23047|72363|AMA|01|41|0211|AMARILLO, TX|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*RR 3, BOX 578*AMARILLO, TX 79107|35.13|-101.43|3587|3587|3587|
23049||SAF||29|8078|SANTA FE, NM|SANTA FE COUNTY AIRPORT||35.37|-106.05|6345|6345|6345|
23050|72365|ABQ|05|29|0234|ALBUQUERQUE, NM|INTL AIRPORT-KIRTLAND AFB|NATIONAL WEATHER SERVICE,USDC*2341 CLARK CARR LOOP SE*ALBUQUERQUE, NM.*87106-5633*|35.02|-106.37|5310|5310|5310|
23051|72360|CAO|03|29|1887|CLAYTON, NM|MUNICIPAL AIRPORT|NAT'L WEA SER (CLAYTON NM.)* NWS OFFICE ALBUQUERQUE,NM*MUNI APT,P.O.BOX 9025*ALBUQUERQUE,N.M.87119*|36.27|-103.09|4969|4969|4969|
23052||RTN||||RATON, NM|RATON MUNI/CREWS FIELD APT||36.44|-104.3|6349|6349|6349|
23055||GDP||||PINE SPRINGS, TX|GUADALUPE MTNS NTL PART||31.50|-104.49|5456|5456|5456|
23061|72462|ALS|05|05|0130|ALAMOSA, CO|SAN LUIS VALLEY RGNL APT|NAT'L WEA SER OFC*2490 SOUTH STATE AVENUE*ALAMOSA, CO 81101|37.26|-105.52|7539|7539|7539|
23064||GCK||||GARDEN CITY, KS|GARDEN CITY REGIONAL AP|FCWOS,2225 SO.AIR SERVICE DR.*BOX 6, SUITE 203*GARDEN CITY, KS.*67846*|37.56|-100.43|2882|2882|2893|
23065|72465|GLD|01|14|3153|GOODLAND, KS|RENNER FIELD|NAT'L WEA SER OFC*920 ARMORY ROAD*GOODLAND, KS 67735-9262|39.22|-101.41|3655|3655|3655|
23066|72476|GJT|02|05|3488|GRAND JUNCTION, CO|WALKER FIELD|NAT'L WEA SER OFC*792 EAGLE DRIVE*GRAND JUNCTION, CO.*81506-8646*|39.08|-108.32|4765|4765|4765|
23067||LHX|01|05|4720|LA  JUNTA, CO|MUNICIPAL AIRPORT|LAJUNTA WEATHER SERVICE*30267 FIRST AVENUE*LAJUNTA, CO.*81050*|38.03|-103.32|4196|4215|4194|
23081||GUP|01|29|3422|GALLUP, NM|SENATOR CLARKE FIELD|FLIGHT SER STA/FAA*SENATOR CLARKE FIELD*GALLUP, NM.*87301*|35.31|-108.47|6467|6468|6472|
23090||FMN||29|3128|FARMINGTON, NM|FOUR CORNERS REG AIRPT||36.44|-108.14|5503|5503|5503|
23091||FST||||FORT STOCKTON, TX|FORT STOCKTON-PECOS CO APT||30.55|-102.55|3010|3013|3013|
23129|72297|LGB|06|04|5085|LONG BEACH, CA|LONG BEACH AIRPORT|NAT'L WEA SER OFC*LONG BEACH AIRPORT*4100 DONALD DOUGLAS DRIVE*LONG BEACH, CA. 90808*|33.50|-118.1|35|35|35|
23130||VNY||||VAN NUYS, CA|VAN NUYS AIRPORT||34.13|118.29|799|799|799|
23136||CMA||||CAMARILLO, CA|CAMARILLO AIRPORT||34.13|-119.05|75|75|75|
23152||BUR||||BURBANK, CA|BURBANK-GLENDALE-PASA AIRP||34.12|118.22|775|775|775|
23153||TPH|03|26|8170|TONOPAH, NV|MUNICIPAL AIRPORT|FCWOS/TONOPAH AIRPORT*P O BOX 20*TONOPAH,NV.*89049*|37.47|-116.46|5535|5434|5560|
23154|72486|ELY|02|26|2631|ELY, NV|YELLAND FIELD|NAT'L WEA SER OFC*P. O. BOX #546*ELY, NV. 89301|39.17|-114.51|6253|6253|6253|
23155|72384|BFL|05|04|0442|BAKERSFIELD, CA|KERN COUNTY AIR TERMINAL|CONDOR INC*1400 BOUGHTON DRIVE*BAKERSFIELD, CA.*93308*|35.26|-119.04|497|497|497|
23157|72480|BIH|07|04|0822|BISHOP, CA|BISHOP AIRPORT|NAT'L WEA SER OFC*690 AIRPORT ROAD*BISHOP,CA. 93514|37.22|-118.22|4110|4110|4110|
23160|72274|TUS|07|02|8820|TUCSON, AZ|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*7010 S. PLUMER AVE.*TUCSON,AZ. 85706*|32.08|-110.58|2579|2579|2579|
23161||DAG|07|04|2257|DAGGETT, CA|BARSTOW-DAGGETT|DAGGETT WEATHER*P.0. BOX 267*DAGGETT, CA.*92327*|34.52|-116.47|1915|1929|1929|
23169|72386|LAS|04|26|4436|LAS VEGAS, NV|MCCARRAN INTERNATIONAL APT|NAT'L WEA SER OFC*6005 LAS VEGAS BLVD.,SOUTH*LAS VEGAS AIR CHARTER TERMINAL*LAS VEGAS, NV  89119|36.05|-115.1|2089|2089|2089|
23174|72295|LAX|06|04|5114|LOS ANGELES, CA|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*10445 S. SEPULVEDA BLVD.*LOS ANGELES,CA. 90045*|33.56|-118.25|152|152|152|
23176|72475|MLF|01|42|5654|MILFORD, UT|MILFORD AIRPORT|NAT'L WEA SER OFC*P.O.  BOX #447*MILFORD, UT. 84751|38.26|-113.02|5028|5033|5033|
23182||PMD||||PALMDALE, CA|PALMDALE PRODUCTION FLT PL||34.38|-118.05|2543|2543|2543|
23183|72278|PHX|06|02|6481|PHOENIX, AZ|SKY HARBOR INTL AIRPORT|NATIONAL WEATHER SERVICE OFC.*2633 EAST BUCKEYE ROAD*PHOENIX, AZ. 85034-4997*|33.26|-111.59|1104|1104|1104|
23184||PRC||||PRESCOTT, AZ|PRESCOTT LOVE FIELD||34.39|-112.25|5042|5042|5042|
23185|72488|RNO|01|26|6779|RENO, NV|CANNON INTERNATIONAL AP|NAT'L WEA SER FCST OFC*601 S. ROCK BLVD*RENO,NV.*89502*|39.29|-119.46|4405|4405|4405|
23187|72383|SDB||04|7735|SANDBERG, CA|SANDBERG||34.44|-118.43|4517|4517|4517|
23188|72290|SAN|06|04|7740|SAN DIEGO, CA|LINDBERGH FIELD|NAT'L WEA SER OFC*2980 PACIFIC HIGHWAY*LINDBERGH FIELD*SAN DIEGO, CA. 92101*|32.44|-117.1|42|42|42|
23190|72392|SBA|06|04|7905|SANTA BARBARA, CA|MUNICIPAL AP|SANTA BARBARA TRACON/TOWER*ATTN: QAS*1505 COOK PLACE*GOLETA, CA. 93               ARCHIVED BEGINGING 11/95|34.26|-119.5|10|10|10|
23194|72374|INW|02|02|9439|WINSLOW, AZ|WINSLOW AIRPORT|NAT'L WEA SER OFC*HC 62 BOX#130*WINSLOW, AZ. 86047-0130|35.01|-110.43|4890|4890|4890|
23213||STS||||SANTA ROSA, CA|SANTA ROSA SONOMA CO AIRPT||38.31|-122.49|125|125|125|
23225|72584|BLU|02|04|0897|BLUE CANYON, CA|BLUE CANYON AIRPORT|      WEA SER CONTRACT MET OBSY*BLUE CANYON AIRPORT*P.O.BOX 83*    EMIGRANT GAP,CA. 95715|39.17|-120.43|5280|5283|5283|
23230|72493|OAK||04|6335|OAKLAND, CA|METRO OAKLAND INTL AIRPORT||37.43|-122.13|6|6|6|
23232|72483|SAC|02|04|7630|SACRAMENTO, CA|EXECUTIVE AIRPORT|NATIONAL WEATHER SERVICE*3310 EL CAMINO AVE. #228*SACREMENTO.CA. 95821-6308*|38.31|-121.29|21|21|21|
23233||SNS|04|04|7669|SALINAS, CA|MUNICIPAL AIRPORT||36.40|-121.37|84|84|84|
23234|72494|SFO|04|04|7769|SAN FRANCISCO, CA|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*RM#607 INTERNATIONAL TERMINAL*SAN FRANCISCO INT'LAIRPORT*SAN FRANCISCO, CA. 94128*|37.37|-122.24|87|87|87|
23237|72492|SCK|05|04|8588|STOCKTON, CA|METROPOLITAN AIRPORT|NAT'L WEA SER OFC*METRO AIRPORT*5000 AIRPORT WAY,RM201*STOCKTON,CA.95206*|37.53|-121.14|34|34|34|
23244|745090|NUQ||||MOFFETT FIELD, CA|MOFFETT FIELD, NAS||37.25|-122.03|34|34|34|
23254||CCR||||CONCORD, CA|CONCORD-BUCHANAN FIELD||37.59|-122.03|23|23|23|
23257||MCE||||MERCED, CA|MERCED MUNICIPAL AIRPORT||37.17|-120.31|156|156|156|
23258||MOD||||MODESTO, CA|CITY-COUNTY-SHAM FIELD||37.38|-120.57|97|97|97|
23259||MRY||||MONTEREY, CA|MONTEREY PENINSULA AIRPORT||36.35|-121.51|254|254|254|
23273|72394|SMX|06|04|7946|SANTA MARIA, CA|SANTA MARIA PUBLIC AIRPORT|NAT'L WEA SER OFC*SANTA MARIA PUBLIC AIRPORT*3249 TERMINAL DR*SANTA MARIA, CA. 93455*|34.55|-120.28|243|243|243|
23277||WVI||||WATSONVILLE, CA|WATSONVILLE MUNICIPAL APT||36.56|-121.47|160|160|160|
23285||LVK||||LIVERMORE, CA|LIVERMORE MUNICIPAL AIRPT||37.41|-121.49|397|397|397|
23293||SJC||||SAN JOSE, CA|INTERNATIONAL AIRPORT||37.22|-121.56|58|58|58|
24011|72764|BIS|08|32|0819|BISMARCK, ND|MUNICIPAL AIRPORT|NAT'L WEA SVC OFC,.NOAA*P.O. BOX 1016*BISMARCK, ND.*58502-1016*|46.46|-100.45|1652|1652|1652|
24013||MOT|01|32|5988|MINOT, ND|MINOT INTERNATIONAL|FAA-MINOT AIR TRAFFIC CONTROL TWR*317 AIRPORT ROAD*MINOT, ND.*58701-1486*|48.16|-101.17|1713|1714|1716|
24015||AKO||||AKRON, CO|WASHINGTON COUNTY AIRPORT|FCWOS, HAYES AVIATION*P.O. BOX 432*AKRON, CO.*80720*|40.10|-103.14|4665|4621|4668|
24018|72564|CYS|08|48|1675|CHEYENNE, WY|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*4000 MORRIE AVENUE*CHEYENNE, WY 82001-1544|41.10|-104.49|6120|6120|6120|
24021|72576|LND|09|48|5390|LANDER, WY|HUNT FIELD|NOAA-NATIONAL WEATHER SERVICE*12744 W. U.S. HIGHWAY 26*RIVERTON, WY.82501-9259*|42.49|-108.44|5558|5558|5558|
24023|72562|LBF|07|25|6065|NORTH PLATTE, NE|LEE BIRD FIELD|NAT'L WEA SER OFC, NOAA*R.R.3, BOX 296*NORTH PLATTE, NE.*69101-9531*|41.07|-100.4|2779|2779|2779|
24024||PHP||||PHILIP, SD|PHILIP AIRPORT||44.03|-101.36|2207|2207|2207|
24025||PIR|06|39|6597|PIERRE, SD|MUNICIPAL AIRPORT|FAA/FLIGHT SERVICE STATION*4050 AIRPORT ROAD*PIERRE, SD.*57501-5605*|44.23|-100.17|1734|1726|1731|
24027||RKS|03|48|7845|ROCK SPRINGS, WY|ROCK SPRINGS-SWEETWATER CO APT|WEATHER OFFICE*P.O. BOX 309*ROCK SPRINGS, WY.*82906*|41.36|-109.04|6743|6745|6747|
24028|72566|BFF|01|25|7665|SCOTTSBLUFF, NE|SCOTTS BLUFF COUNTY AIRPORT|NAT'L WEA SER OFC*AIRPORT BOX 182F*RFD #2*SCOTTSBLUFF, NE 69361-9517|41.52|-103.36|3947|3947|3947|
24029|72666|SHR|05|48|8155|SHERIDAN, WY|SHERIDAN COUNTY AIRPORT|NATIONAL WEATHER SERVICE OFC*2170 OVERLOOK AVE*ATTN: DANNY GRAVES*BILLINGS, MT. 59102-6455*|44.46|-106.59|3943|3943|3943|
24030|72561|SNY||25|7835|SIDNEY, NE|MUNICIPAL AIRPORT|FAA/FSS*MUNICIPAL AIRPORT*RR #2, BOX 8A*SIDNEY NE 69162|41.06|-102.59|4292|4306|4298|
24032|72567|VTN|02|25|8760|VALENTINE, NE|MILLER FIELD|NAT'L WEA SER OFC*P.O. BOX 288*VALENTINE, NE 69201|42.52|-100.33|2587|2587|2587|
24033|72677|BIL|05|24|0807|BILLINGS, MT|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*BILLINGS LOGAN FIELD*ADMIN BLDG,ROOM 212*BILLINGS, MT 59101|45.49|-108.32|3580|3580|3580|
24044||AIA||||ALLIANCE, NE|ALLIANCE MUNICIPAL||42.04|-102.48|3929|3929|3926|
24046|72570|CAG||||CRAIG, CO|CRAIG-MOFFAT AIRPORT||40.30|-107.31|6198|6198|6198|
24048||GEY||||GREYBULL, WY|SOUTH BIG HORN COUNTY APT||44.31|-108.05|3933|3933|3933|
24061||RIW||||RIVERTON, WY|RIVERTON REGIONAL AIRPORT||43.04|-108.28|5525|5460|5460|
24089|72569|CPR|08|48|1570|CASPER, WY|NATRONA COUNTY INT'L AIRPORT|NAT'L WEA SER OFC,NOAA*8410 FULLER ST*NATRONA INTL AIRPORT*CASPER,WY. 82604-1644*|42.54|-106.28|5320|5320|5320|
24090|72662|RAP|05|39|6937|RAPID CITY, SD|RAPID CITY REGIONAL AIRPORT|NAT'L WEA SER OFC*R0UTE #2, BOX 4730*RAPID CITY, SD 57705-9608|44.03|-103.03|3166|3166|3166|
24110||MWH||||MOSES LAKE, WA|GRANT COUNTY AIRPORT||47.13|-119.19|1185|1196|1196|
24126||OGD||||OGDEN, UT|OGDEN-HINCKLEY AIRPORT||41.12|-112.01|4470|4470|4470|
24127|72572|SLC|03|42|7598|SALT LAKE CITY, UT|INTERNATIONAL AIRPORT|NOAA.,NAT'L WEATHER SERVICE*WEATHER FCST OFFICE*2242 W. NORTH TEMPLE*SALT LAKE CITY, UT. 84116-2919*|40.47|-111.58|4227|4227|4227|
24128|72583|WMC|01|26|9171|WINNEMUCCA, NV|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*5330 JAY'S ROAD     *WINNEMUCCA, NV. 89445|40.54|-117.49|4298|4298|4298|
24131|72681|BOI|05|10|1022|BOISE, ID|BOISE AIR TER. (GOWEN FLD.)|NAT'L WEA SER FCST OFC NOAA*3905 VISTA AVE.*BOISE,ID 83705-0126|43.34|-116.13|2872|2872|2872|
24132||BZN|02|24|0622|BOZEMAN, MT|GALLATIN FIELD|FLIGHT SERVICE STATION/FAA*33 GALLATIN FLD*BELGRADE,MT*59714*|45.47|-111.09|4451|4449|4469|
24138||DLN||24|2404|DILLON, MT|DILLON AIRPORT||45.16|-112.33|5241|5222|5222|
24143|72775|GTF|04|24|3751|GREAT FALLS, MT|INTERNATIONAL AIRPORT|WSCMO,*AVIATION WEATHER CONSULTANTS*1980 AIRPORT COURT (RR 4021)*GREAT FALLS, MT. 59404*|47.28|-111.23|3671|3671|3671|
24144|72772|HLN|04|24|4055|HELENA, MT|HELENA AIRPORT|NAT'L WEA SER OFC *2750 AIRPORT RD.*HELENA AIRPORT *HELENA,MT 59601|46.37|-111.58|3895|3895|3895|
24145||IDA|09|10|4457|IDAHO FALLS, ID|FANNING FIELD|FLIGHT SERVICE STA/FAA*FANNING FIELD,ADMIN BLDG*IDAHO FALLS, ID. 83402*|43.31|-112.04|4740|4740|4740|
24146|72779|FCA|01|24|4558|KALISPELL, MT|GLACIER PARK INT'L AIRPORT|NAT'L WEA SER OFC*GLACIER PARK INT'L AIRPORT*ROUTE 1*KALISPELL, MT 59901|48.18|-114.16|2979|2979|2979|
24149|72783|LWS|03|10|5241|LEWISTON, ID|LEWISTON-NEZ PERCE COUNTY AP|NAT'L WEA SER OFC*AIRPORT ADMIN.BLDG.*412 BURRELL AVE*LEWISTON,ID  83501|46.22|-117.01|1439|1439|1439|
24152||MEH||||MEACHAM, OR|MEACHAM||45.31|-118.25|3723|3723|3723|
24153|72773|MSO|01|24|5745|MISSOULA, MT|MISSOULA INT'L AIRPORT|NATIONAL WEATHER SERVICE OFC*P.O. BOX 9350*5765 HIGHWAY 10 WEST*MISSOULA, MT. 59807*|46.55|-114.05|3200|3200|3200|
24154||MLP||||MULLAN PASS, ID|MULLAN PASS VOR||47.28|-115.38|6028|6028|6028|
24155|72688|PDT|06|35|6546|PENDLETON, OR|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*BOX 668*PENDLETON,OR 97801|45.42|-118.5|1504|1504|1504|
24156|72578|PIH|09|10|7211|POCATELLO, ID|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*1320 BEECHCRAFT AVE*POCATELLO, ID.*83204-7446*|42.55|-112.34|4460|4460|4460|
24157|72785|GEG|09|45|7938|SPOKANE, WA|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*BOX 19165 INT'L AIRPORT*SPOKANE,WA 99219|47.37|-117.32|2412|2412|2412|
24160||ALW|08|45|8928|WALLA WALLA, WA|WALLA WALLA REGIONAL ARPT||46.05|-118.17|1205|1205|1205|
24162||ONO||35|6294|ONTARIO, OR|ONTARIO MUNICIPAL AIRPORT||44.01|-117.01|2190|2193|2193|
24163||PSC||||PASCO, WA|TRI-CITIES AIRPORT||46.16|-119.07|407|407|407|
24164||BPI||||BIG PINEY, WY|BIG PINEY-MARBLETON AIRPRT||42.35|-110.07|6990|6990|6990|
24172||LOL|01|26|4700|LOVELOCK, NV|DERBY FIELD|FCWOS/LOVELOCK WX OBSR*P.O. BOX 88*LOVELOCK, NV.*89419*|40.04|-118.33|3900|3904|3904|
24215|72595|MHS|02|04|5983|MOUNT SHASTA, CA|FOREST SERVICE BLDG.|NAT'L WEA SER OFC*P.O.BOX 36*MOUNT SHASTA,CA 96067|41.20|-122.2|3535|3587|3539|
24216|72591|RBL|02|04|7292|RED BLUFF, CA|MUNICIPAL AIRPORT|FAA/FLIGHT SERVICE STATION*1804 AIRPORT BLVD.*RED BLUFF,CA.*96080*|40.09|-122.15|342|353|344|
24217||BLI|03|45|0574|BELLINGHAM, WA|INTERNATIONAL AIRPORT||48.47|-122.32|166|166|166|
24220||ELN||||ELLENSBURG, WA|ELLENSBURG/BOWERS FIELD||47.02|-120.32|1760|1760|1760|
24221|72693|EUG|02|35|2709|EUGENE, OR|MAHLON SWEET FIELD|NAT'L WEA SER OFC*28829 LOCKHEED DR. SUITE #1*EUGENE, OR 97402-9596|44.08|-123.13|375|375|375|
24222||PAE||||EVERETT, WA|SNOHOMISH COUNTY AIRPORT||47.55|-122.17|606|606|606|
24225|72597|MFR|02|35|5429|MEDFORD, OR|ROGUE VALLEY INTNRL AIRPT||42.23|-122.52|1331|1331|1331|
24227|72792|OLM|03|45|6114|OLYMPIA, WA|OLYMPIA AIRPORT|NAT'L WEA SER OFC*7645 OLD 99 HIGHWAY S.E.*OLYMPIA, WA 98501|46.58|-122.54|193|193|193|
24229|72698|PDX|02|35|6751|PORTLAND, OR|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*5420 N.E. MARINE DR.*PORTLAND,OR 97218|45.35|-122.36|24|24|24|
24231||RBG||35|7326|ROSEBURG, OR|ROSEBURG REGIONAL ARPT||43.14|-123.21|525|510|510|
24232|72694|SLE|02|35|7500|SALEM, OR|MC NARY FIELD|NAT'L WEA SER OFC*3030 25TH ST. S.E*SALEM OR 97302|44.55|-123|196|196|196|
24233|72793|SEA|03|45|7473|SEATTLE, WA|SEATTLE-TACOMA AIRPORT|NAT'L WEA SER CONTRACT MET OBS*SEA-TAC INT'L AP*RM 500,ADMIN BLDG*SEATTLE, WA.98158*|47.28|-122.19|448|448|448|
24234||BFI||||SEATTLE, WA|SEATTLE BOEING FIELD||47.32|-122.18|18|18|18|
24235|72597|SXT|03|35|7698|SEXTON SUMMIT, OR|TOP OF SEXTON MOUNTAIN|      WEA SER CONTRACT MET OBS*SEXTON SUMMIT*P.O.BOX 271*GRANTS    PASS,OR 97526|42.37|-123.23|3838|3838|3838|
24237|72781|SMP|05|45|8009|STAMPEDE PASS, WA|TOP OF CASCADE MTNS.|WSCMO STAMPEDE PASS*P.O. BOX 128*EASTON, WA. 98925*|47.17|-121.2|3964|3964|3964|
24242||TTD||||PORTLAND, OR|PORTLAND-TROUTDALE AIRPORT||45.33|-122.24|35|35|35|
24243|72781|YKM|08|45|9465|YAKIMA, WA|YAKIMA MUNICIPAL AIRPORT|NAT'L WEA SER OFC*YAKIMA MUN.APT.*2406 W.WASHINGTON AVE.*YAKIMA, WA.98903-1196*|46.34|-120.32|1065|1065|1065|
24255|727975|NUW||||WHIDBEY ISLAND, WA|WHIDBEY ISLAND NAS|NAVAL PACIFIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION  WHIDBEY ISLAND*OAK HARBOR  WA  98278-5100|48.21|-122.39|10|47|34|
24257|72592|RDD|02|04|7304|REDDING, CA|REDDING MUNICIPAL|NATIONAL WEATHER SERVICE OFC.*6101 AIRPORT ROAD*REDDING, CA.*96002-9423*|40.31|-122.19|511|511|511|
24283||ACV||04|0263|ARCATA. CA., CA|AIRPORT|FAA/FSS*3561 BOEING AVE*ARCATA, CA.*95521*|40.59|-124.06|203|225|226|
25308|70398|ANN|01|50|0352|ANNETTE, AK|ANNETTE ISLAND AIRPORT|NATIONAL WEATHER SERVICE*P.O.BOX 489*METLAKATLA, AK.*99926-0489*|55.02|-131.34|112|112|112|
25309|70381|JNU|01|50|4100|JUNEAU, AK|JUNEAU INTERNATIONAL APT|JUNEAU ATCT*1873 SHELL SIMMONS DRIVE*JUNEAU, AK.*99801-9375*|58.21|-134.34|19|19|19|
25323||HNS||||HAINES, AK|HAINES||59.14|-135.31|16|16|16|
25325|70395|KTN|01|50|4590|KETCHIKAN, AK|KETCHIKAN INT'L AIRPORT||55.22|-131.43|88|96|88|
